	ime	leto	obrazlozitev	id
1947	Valvasorjeva ulica	1991	Janez Vajkard Valvasor, roj. 1641 v Ljubljani, umrl1693 v Krškem; zgodovinopisec Kranjske, avtor topografij, posebno Slave vojvodine Kranjske, 1689.	610111351;1695
1948	Vodnikov trg	1892	Glej: Vodnikova cesta. Njegov spomenik na tem trgu je bil postavljen, ko je tam še stalo licejsko poslopje, v katerem je poučeval.	610111383;1472
1949	Trg francoske revolucije	1952	V spomin na francosko revolucijo leta 1789, ki je povezana s slovensko zgodovino po francoski Iliriji.	610111206;1302
1950	Trg narodnih herojev	1952	Na tern trgu je grobnica narodnih herojev, kjer so leta 1949 pokopali Dragana Jevtiča, Ivana Kavčiča, Janka Premrla, Franca Rozmana, Milovana Šaranoviča, Ljuba Šercerja, Majdo Šilc, Slavka Šlandra, Toneta Tomšiča in Miloša Zidanška, kasneje tudi Borisa Ki	610111209;1308
1951	Valvasorjeva ulica	1991	Janez Vajkard Valvasor, roj. 1641 v Ljubljani, umrl1693 v Krškem; zgodovinopisec Kranjske, avtor topografij, posebno Slave vojvodine Kranjske, 1689.	610111351;1430
1952	Vandotova ulica	1991	Josip Vandot, 1884-1944. Mladinski pisatelj - povesti o Kekcu.	610111352;1716
1953	Vaška pot	1968	Po značilnosti poti.	610111353;1431
1954	Vavpotičeva ulica	1974	Ivan Vavpotič, roj. 1877 v Kamniku, umrl 1943 v Ljubljani; slikar in ilustrator, slikal največ portrete.	610111354;1432
1955	Vavpotičeva ulica	1974	Ivan Vavpotič, roj. 1877 v Kamniku, umrl 1943 v Ljubljani; slikar in ilustrator, slikal največ portrete.	610111354;2417
1956	Večna pot	1913	Ljudsko poimenovanje že pred uradno določitvijo naziva.	610111355;1435
1957	Gača	1970	Domače krajevno ime.	610110251;264
1958	Vegova ulica	1876	Jurij Vega, roj. 1754 v Zagorici pri Vačah, umrl 1802 na Dunaju; matematik svetovnega slovesa.	610111356;1436
1959	Velebitska ulica	1939	Po gorovju Velebit v Hrvatskem primorju.	610111357;1438
1960	Velika čolnarska ulica	1896	Po čolnarstvu na reki Ljubljanici, nekdanji glavni dejavnosti Trnovčanov.	610111358;1439
1961	Veliki štradon	1896	Stradon je značilna označba barjanskih poti.	610111359;1440
1962	Velikovška ulica	1928	Po Velikovcu, mestu na Koroškem.	610111360;1441
1963	Velnarjeva ulica	1973	Zoran Velnar, roj. 1920 v Lenartu v Slovenskih goricah, zajet kot ranjenec in ubit 1942 pri Žužemberku; student, od 1941 aktivist OF v Ljubljani.	610111361;1442
1964	Štefanova ulica	1991	Jožef Stefan, roj. 1835 pri Sv. Petru pri Celovcu, umrl 1893 na Dunaju; fizik in pesnik, uveljavil se je kot teoretik in eksperimentalni fizik na vseh področjih tedanje fizike	610111154;461
1965	Verdnikova ulica	1980	Matija Verdnik-Tomaž, roj. 1916 v Bistrici pri Rožu na Koroškem, padel1944 na Koroškem kot clan PK KPS za Koroško; železostrugar, predvojni revolucionar in komunist na Jesenicah, organizator SKOJ, OF in NOV, narodni heroj.	610111362;1443
1966	Verdnikova ulica	1980	Matija Verdnik-Tomaž, roj. 1916 v Bistrici pri Rožu na Koroškem, padel1944 na Koroškem kot clan PK KPS za Koroško; železostrugar, predvojni revolucionar in komunist na Jesenicah, organizator SKOJ, OF in NOV, narodni heroj.	610111362;2418
1967	Verovškova ulica	1976	Anton Verovšek, roj. 1866, umrl 1914 v Ljubljani; igralec in režiser, eden prvih domačih poklicnih igralcev, ustvaril vrsto kmečkih in malomeščanskih tipov in značajev v duhu romantičnega realizma.	610111363;2419
1968	Verovškova ulica	1976	Anton Verovšek, roj. 1866, umrl 1914 v Ljubljani; igralec in režiser, eden prvih domačih poklicnih igralcev, ustvaril vrsto kmečkih in malomeščanskih tipov in značajev v duhu romantičnega realizma.	610111363;1445
1969	Verovškova ulica	1976	Anton Verovšek, roj. 1866, umrl 1914 v Ljubljani; igralec in režiser, eden prvih domačih poklicnih igralcev, ustvaril vrsto kmečkih in malomeščanskih tipov in značajev v duhu romantičnega realizma.	610111178;1256
1970	Veršičeva ulica	1991	Jožef Veršič, 1775-1847.	610111364;1705
1971	Veselova ulica	1975	Ferdo Vesel, roj. 1861, umrl 1946 v Ljubljani; slikar, realist, slikal folklorne motive, portrete, tihožitja in krajine.	610111365;1447
1972	Veselova ulica	1975	Ferdo Vesel, roj. 1861, umrl 1946 v Ljubljani; slikar, realist, slikal folklorne motive, portrete, tihožitja in krajine.	610111365;2420
1973	Vevška cesta	1980	Po imenu naselja Vevče.	610111366;1985
1974	Videmska ulica	1941	Po mestu Videm (it. Udine).	610111367;1449
1975	Vidergarjeva ulica	1985	Po družini Vidergar. Rado Videngar, 1926-1945 , padel na Štajerskem. Marica, 1920-1943, padla na Dolenjskem kot borka Levstikove brigade.	610111368;1986
1976	Vidičeva ulica	1939	Po Vidicu, ustanovitelju opekarne na Viču.	610111369;1450
1977	Vidmarjeva ulica	1963	Milan Vidmar, roj. 1885, umrl 1962 v Ljubljani; elektroinženir, šahovski velemojster, po študijah o transformatorjih je znan v znanstvenem svetu, med vodilnimi šahisti svojega časa.	610111370;1452
1978	Vidovdanska cesta	1919	V spomin na vidovdansko ideologijo, ki je imela svoj izvor v bitki na Kosovem polju leta 1389.	610111371;1455
1979	Vilharjev podhod	2000	Miroslav Vilhar roj. 1818, umrl 1871; pesniku, dramatiku in politiku, po katerem je poimenovana Vilharjeva cesta.	610111510;1620
1980	Vilharjeva cesta	1923	Miroslav Vilhar, roj. 1818 v Planini pri Rakeku, umrl 1871 na Kalcu pri Pivki; pesnik in politik, dramatik, več svojih pesmi sam uglasbil, izdajal politični list Naprej, bil deželni poslanec.	610111372;1457
1981	Vinčarjeva ulica	1939	Domače krajevno ime.	610111373;1458
1982	Vinterca	1982	Prvi in edini naseljem v tem predelu je bil kmet Vinter Franc. Ker je bilo tudi zemljišče njegovo, so ljudje ta predel imenovali Vinterca.	610111374;1987
1983	Vipavska ulica	1928	Po reki Vipavi.	610111375;1459
1984	Vipotnikova ulica	1983	Cene Vipotnik, 1914-1972. Profesor, romanist, slovenski pesnik.	610111376;1988
1985	Viška cesta	1923	Po imenu naselja Vič.	610111377;1460
1986	Višnjevarjeva ulica	1980	Anton Višnjevar, 1922.1945. Predvojni revolucionar, prvoborec, padel kot komandant Kamniško-Zasavskega bataljona.	610111378;1989
1987	Vižmarska pot	1971	Po imenu naselja Vižmarje.	610111379;1462
1988	Jakčeva ulica	1991		610110356;1464
1989	Jakčeva ulica	1991		610110356;1700
1990	Vodmatska ulica	1911	Po imenu naselja Vodmat.	610111380;1467
1991	Vodmatski trg	1898	Glej: Vodmatska ulica	610111381;1468
1992	Vodna steza	1876	Pelje k reki Ljubljanici.	610111382;1469
1993	Vodnikov trg	1892	Glej: Vodnikova cesta. Njegov spomenik na tem trgu je bil postavljen, ko je tam še stalo licejsko poslopje, v katerem je poučeval.	610111383;1473
1994	Vodnikova cesta	1902	Valentin Vodnik, roj. 1758-1819 v Ljubljani, pesnik in reformator slovenskega proznega jezika; izdal prvo slovensko posvetno pesniško zbirko in prvi slovenski časopis, sestavil prvo samo slovensko pisano slovnico.	610111384;1470
1995	Kopitarjeva ulica	1892	Jeraej Kopitar, roj. 1780 v Repnjah pri Vodicah, umrl1844 na Dunaju; prvi znanstveni slovničar slovenskega jezika, slavist in slovenski preroditelj.	610110463;509
1996	Vodnikovo naselje	1960	Glej: Vodnikova cesta.	610111385;1471
1997	Vodovodna cesta	1982	Vodi proti mestnemu vodovodu.	610111386;1474
1998	Vodovodna cesta	1982	Vodi proti mestnemu vodovodu.	610111386;2421
1999	Vodovodna cesta	1982	Vodi proti mestnemu vodovodu.	610111386;2422
2000	Podmilščakova ulica	1977	Josip Podmilščak-Andrejčkov Jože, roj. 1845 v Krašnji, umrl 1874 v Ljubljani; pisatelj, sodil je med najplodovitejše poljudne pisatelje.	610110837;901
2001	Voduškova ulica	1984	Božo Vodušek, 1905-1978. Filozof in pravnik, pesnik, prevajalec in esejist. Udeleženec NOB. Po vojni direktor Uradnega lista.	610111387;1990
2002	Vogelna ulica	1976	Poimenovanje po značilnosti.	610111388;1475
2003	Maistrova ulica.	1923	Rudolf Maister, roj.1874 v Kamniku, umrl 1934 na Uncu pri Rakeku; general in pesnik, voditelj bojev za slovensko severno mejo feta 1918 - 1919.	610110581;631
2004	NA	NA	NA	NA
2005	Vojkova cesta	2010	Janko Premrl-Vojko, roj. 1920 v Šentvidu pri Vipavi, padel 1943 v bojih pri Idrijski Beli kot komandant 1. primorske brigade; dijak, predvojni revolucionar, narodni heroj.	610111389;357
2006	Vojkova cesta	2010	Janko Premrl-Vojko, roj. 1920 v Šentvidu pri Vipavi, padel 1943 v bojih pri Idrijski Beli kot komandant 1. primorske brigade; dijak, predvojni revolucionar, narodni heroj.	610111389;356
2007	Vojkova cesta	2010	Janko Premrl-Vojko, roj. 1920 v Šentvidu pri Vipavi, padel 1943 v bojih pri Idrijski Beli kot komandant 1. primorske brigade; dijak, predvojni revolucionar, narodni heroj.	610111389;1478
2008	Vojkova cesta	2010	Janko Premrl-Vojko, roj. 1920 v Šentvidu pri Vipavi, padel 1943 v bojih pri Idrijski Beli kot komandant 1. primorske brigade; dijak, predvojni revolucionar, narodni heroj.	610111389;354
2009	Volaričeva ulica	1930	Andrej Hrabroslav Volarič, roj. 1863 v Kobaridu, umrl 1895 v Devinu; skladatelj in pevovodja, skladal vokalna in instrumentalna dela po motivih ljudskih pesmi, vodil pevske zbore in s petjem budil narodno zavest.	610111390;1479
2010	Volarjev štradon	1953	Verjetno po ledinskem imenu Volar, zemljišču na Barju ob Ižanski cesti.	610111391;1480
2011	Vošnjakova ulica	1923	Josip Vošnjak, roj. 1834 v Šoštanju, umrl 1911 na Visolah pri Slovenski Bistxici; politik in pisatelj.	610111392;1483
2012	Kurilniska ulica	1958	Vodi k nekdanji železniški kurilnici.	610110525;571
2013	Vozna pot na Grad	1906	Vodi na grajski hrib.	610111393;1484
2014	Vožarski pot	1984	tej ulici so vrvarji pletli vrvi, ime se uporablja vsaj od 18. stoletja.	610111394;1485
2015	Vožarski pot	1984	tej ulici so vrvarji pletli vrvi, ime se uporablja vsaj od 18. stoletja.	610111394;2423
2016	Vranja pot	1982	Po zbirališču vran.	610111395;1991
2017	Vrazov trg	1910	Stanko Vraz, roj. 1810 v Cerovcu pri Ljutomeru, umrl 1851 v Zagrebu; pesnik in propagator ilirizma, pesnil je predvsem v hrvaščini.	610111396;1487
2018	Vrbovec	1985	Po katasterski označitvi tega predela.	610111397;1992
2019	Vrbska ulica	1939	Po Vrbskem jezeru na Koroškem.	610111398;1488
2020	NA	NA	NA	NA
2021	Vregova ulica	1965	Franc Vreg, 1893-1945. Aktivist OF, obveščevalec. Umrl v Dachau.	610111399;1993
2022	Vrhniška ulica	1982	Vrhnika, mesto na robu ljubljanskega barja, usnjarska industrija. Rojstni kraj Ivana Cankarja.	610111400;1994
2023	Vrhovci Cesta I	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111401;1490
2024	Vrhovci Cesta II	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111402;1491
2025	Vrhovci Cesta III	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111403;1492
2026	Vrhovci Cesta IV	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111404;1493
2027	Vrhovci Cesta IX	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111405;1498
2028	Vrhovci Cesta V	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111406;1494
2029	Vrhovci Cesta VI	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111407;1495
2030	NA	NA	NA	NA
2031	Vrhovci Cesta VIII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111408;1497
2032	Vrhovci Cesta X	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111409;1499
2033	Vrhovci Cesta XI	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111410;1500
2034	Vrhovci Cesta XI	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111411;1501
2035	Vrhovci Cesta XIII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111412;1502
2036	Vrhovci Cesta XIV	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111413;1503
2037	Vrhovci Cesta XIX	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111414;1508
2038	Vrhovci Cesta XV	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111415;1504
2039	Vrhovci Cesta XVI	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111416;1505
2040	Vrhovci Cesta XVII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111417;1506
2041	Vrhovci Cesta XVIII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111418;1507
2042	Vrhovci Cesta XX	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111419;1509
2043	Vrhovci Cesta XXI	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111420;1510
2044	Vrhovci Cesta XXII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111421;1511
2045	NA	NA	NA	NA
2046	Vrhovci Cesta XXVI	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111422;1513
2047	Vrhovci Cesta XXVIII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111423;1514
2048	Vrhovci Cesta XXX	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111424;1515
2049	Vrhovci Cesta XXXII	1965	Ceste so označene z rimskhni številkami, po imenu naselja.	610111425;1516
2050	NA	NA	NA	NA
2051	Vrhovčeva ulica	1903	Ivan Vrhovec, roj. 1853, umrl 1902 v Ljubljani; zgodovinar, objavil je številne razprave iz zgodovine Ljubljane.	610111426;1517
2052	Vrhovnikova ulica	1933	Ivan Vrhovnik, roj. 1854, umrl 1935 v Ljubljani; trnovski župnik in zgodovinar.	610111427;1518
2053	Vrščajeva ulica	1973	Ingo Vrščaj, roj. 1908 v Trstu, ustreljen 1942 kot talec v Ljubljani ter rajonskega komiteja KPS; student, predvojni revolucionar, organizator OF v Ljubljani.	610111428;1519
2054	Vrtača	1980	Vrtača je domače krajevno ime, ki se je razvilo iz priimkazemljiškega posestnika v tem okolišu (Wertasch);.	610111429;1520
2055	Vrtača	1980	Vrtača je domače krajevno ime, ki se je razvilo iz priimkazemljiškega posestnika v tem okolišu (Wertasch);.	610111429;2424
2056	Vrtna ulica	1876	Po krakovskih vrtovih, med katerimi poteka; ime so uporabljali že pred uradnim imenovanjem	610111430;1522
2057	Vrtnarska cesta	1968	Domače ime.	610111431;1521
2058	Vulčeva ulica	1982	Franjo Vulč - Vlado, 18.4.1891 v Leobrnu, Avstrija - 1926 aretiran, mučen in utopljen v Donavi pri Beogradu. Od leta 1923 v SKOJ Slovenije, 1922 član KPJ, 1923 soorganizator stavk na Jesenicah, do 1925 v SZ. Po vrnitvi se je naselil v Beogradu na nadaljeval z revolucionarnim delom.	610111432;1995
2059	Vurnikova ulica	1988	Ivan Vurnik, 1884-1971. Arhitekt in urbanist, profesor na univerzi v Ljubljani. S Plečnikom sta bila pionirja moderne slovenske arhitekture.	610111433;1996
2060	Vzajemna ulica	1961	Ulica imenovana po vzajemnosti pri zadružnih gradnjah stanovanjskih hiš, ki so ob tej ulici.	610111434;1523
2061	Wolfova ulica	1892	Anton Alojzij Wolf, roj. 1782 v Idriji, umrl 1859 v Ljubljani; ljubljanski škof, slovenski kulturni mecen.	610111435;1525
2062	Za čreslom	1875	Po usnjarski obrti v tern okolišu.	610111436;1528
2063	Za garažami	1939	Poteka ob garažah.	610111437;1531
2064	Za gasilskim domom	1958	Domače krajevno ime.	610111438;1532
2065	Za Gradom	1919	Po legi za grajskim hribom.	610111439;1535
2066	Za krajem	1984	Domace ime, na željo prebivalstva.	610111440;1538
2067	Za krajem	1984	Domace ime, na željo prebivalstva.	610111440;2322
2068	Za ograjami	1906	Po ograjah ob tej poti.	610111441;1543
2069	Za opekarno	2007	Pot vodi za opekarno.	610111442;1647
2070	Za partizanskim domom	1970	Ulica je za domom borcev NOB.	610111443;1545
2071	Robbova ulica	1923	Francesco Robba, roj. ok. 1698 verjetno v okolici Trsta, umrl 1757 v Zagrebu; kipar. Njegova dela pomenijo vrhunec ljubljanskega baročnega kiparstva.	610110996;1070
2072	Za progo	1984	Poteka za železniško progo.	610111444;1546
2073	Za progo	1984	Poteka za železniško progo.	610111444;2425
2074	Za vasjo	1938	Domače ime.	610111445;1551
2075	NA	NA	NA	NA
2076	Zabretova ulica	1973	Domače krajevno ime.	610111446;1526
2077	Zabretova ulica	1973	Domače krajevno ime.	610111446;1527
2078	Zabretova ulica	1973	Domače krajevno ime.	610111446;2426
2079	Zadnikarjeva ulica	1984	Ivan Zadnikar, 1920-2942. Prvoborec. Na Brdniškem procesu obsojen na smrt in ustreljen v Gramozni jami.	610111447;1997
2080	Zadobrovška cesta	1968	Vodi skozi naselje Zadobrova.	610111448;1529
2081	Zadružna ulica	1926	Po stanovanjskih zadrugah, ki so pospeševale gradnjo hiš v tem okolišu.	610111449;1530
2082	Zagrebška ulica	1933	Po mestu Zagrebu.	610111450;1536
2083	Zajčeva pot	1984	Po bratih Zajec. Anton 1922-2944. Aretiran, prepeljan v Begunje, od ti je pobegnil in odšel v partizane in padel med nemsko ofenzivo. Franv, 1908-.Aktivist, ustreljen v hiši Podgorica št. 5.	610111451;1998
2084	Zajčevi dvori	2010	Poimenovanje ulice Zajčevi dvori temelji na krajevno običajnem načinu poimenovanja posameznih ulic ob sedanji Jurčkovi cesti, ki je uporabljena že v bližnji okolici po izvornih imenih kmetij, po priimkih nosilcev kmečkega gospodarstva, v bližini je uporabljeno ime po kmetiji Jesih ulica pa je poimenovana kot Jesihov štradon. Sedaj je na zemljiščih nekdanje kmetije »Zajc« zgrajenih več objektov.	610111564;2012
2085	Zakotnikova ulica	1932	Po moščanskem županu Francu Zakotniku	610111452;1537
2086	Zakrajškova ulica	1974	Karel Zakrajšek, roj. 1917 v Trstu, padel 1943 na Peskah nad Podutikom; delavec, aktivist OF od 1941 v Ljubljani.	610111453;1539
2087	Zalaznikova ulica	1974	Jože Zalaznik, roj. 1914 na Glincah pri Ljubljani, ustreljen 1943 kot talec v Mestnem logu pri Ljubljani; mizar, od 1941 aktivist OF.	610111454;1540
2088	Zaletelova ulica	1970	Albin Zaletel, roj. 1926 v Stanežičah pri Ljubljani, padel 1944 v Radohovi vasi pri Stičnivajenec; od 1941 aktivist mladinske OF.	610111455;1541
2089	Zaloška cesta	1974	Vodi proti Zalogu; to ime so uporabljali že pred uradnim imenovanjem.	610111456;1542
2090	Zaloška cesta	1974	Vodi proti Zalogu; to ime so uporabljali že pred uradnim imenovanjem.	610111456;2427
2091	Zapuška cesta	1939	Po imenu naselja Zapuže na željo prebivalstva.	610111457;1547
2092	Zarnikova ulica	1910	Valentin Zarnik, roj. 1837 v Repnjah na Gorenjskem, umrl 1888 v Ljubljani; politik in pisatelj, glavni pobudnik mladoslovenskih »taborov«.	610111458;1548
2093	Zasavska cesta	2010	Po smeri poteka ceste - preko Ježe in Šentjakoba v Zasavje.	610111459;1549
2094	Zasavska cesta	2010	Po smeri poteka ceste - preko Ježe in Šentjakoba v Zasavje.	610111459;2321
2095	Zasavska cesta	2010	Po smeri poteka ceste - preko Ježe in Šentjakoba v Zasavje.	610111459;2433
2096	Zatišje	1968	Domače krajevno ime.	610111460;1550
2097	Zavetiška ulica	1939	Po zavetišču za siromašne in nepreskrbljene otroke z obmocja Viča, ustanovljenem v letu 1929. Sedaj je to Mladinski dom Malči Beličeve.	610111461;1553
2098	Zavoglje	1985	Ulica se imenuje po ukinjenem naselju Zavogelje.	610111462;1999
2099	Zavoglje	1985	Ulica se imenuje po ukinjenem naselju Zavogelje.	610190005;2029
